time_ms,trial,obstacle,condition,cameraPositionX,cameraPositionY,cameraPositionZ
133817.19999999995,7,human,head-on,0.3551293909549713,1.837349772453308,-2.5085387229919434
133828.19999999995,7,human,head-on,0.3664768636226654,1.8376117944717407,-2.5103063583374023
133839.3999999999,7,human,head-on,0.3780412971973419,1.8378647565841675,-2.5124502182006836
133850.69999999995,7,human,head-on,0.3895088732242584,1.837914228439331,-2.5148255825042725
133861.59999999986,7,human,head-on,0.4009149968624115,1.838136911392212,-2.517310619354248
133872.80000000005,7,human,head-on,0.4122356176376343,1.8390024900436401,-2.5200984477996826
133884,7,human,head-on,0.42334625124931335,1.840522050857544,-2.523261308670044
133895.19999999995,7,human,head-on,0.43421632051467896,1.8416094779968262,-2.527031183242798
133906.3999999999,7,human,head-on,0.4450065791606903,1.8419902324676514,-2.530848264694214
133917.3999999999,7,human,head-on,0.4555903971195221,1.8420921564102173,-2.5347673892974854
133928.59999999986,7,human,head-on,0.46580201387405396,1.8422870635986328,-2.5387229919433594
133939.59999999986,7,human,head-on,0.47551578283309937,1.8427484035491943,-2.5424721240997314
133951,7,human,head-on,0.4847896993160248,1.8431639671325684,-2.5461044311523438
133961.8999999999,7,human,head-on,0.49355417490005493,1.843572974205017,-2.549595355987549
133973.3999999999,7,human,head-on,0.5019548535346985,1.8440535068511963,-2.55309796333313
133985,7,human,head-on,0.5100497007369995,1.8442367315292358,-2.556433916091919
133995.69999999995,7,human,head-on,0.5180002450942993,1.8445801734924316,-2.5596249103546143
134006.80000000005,7,human,head-on,0.5258814096450806,1.8449794054031372,-2.5627403259277344
134017.69999999995,7,human,head-on,0.5334703922271729,1.8454244136810303,-2.565756320953369
134029,7,human,head-on,0.5407631993293762,1.8459129333496094,-2.5687174797058105
134040.09999999986,7,human,head-on,0.5476908683776855,1.8465222120285034,-2.5714097023010254
134051.19999999995,7,human,head-on,0.5542763471603394,1.8476308584213257,-2.5738751888275146
134062.30000000005,7,human,head-on,0.5607597231864929,1.8490513563156128,-2.576589345932007
134073.59999999986,7,human,head-on,0.5672047734260559,1.8505500555038452,-2.5796685218811035
134084.80000000005,7,human,head-on,0.5735889077186584,1.8519678115844727,-2.5831058025360107
134096.09999999986,7,human,head-on,0.579857587814331,1.853254795074463,-2.5866427421569824
134107.09999999986,7,human,head-on,0.5859447717666626,1.85442316532135,-2.590247869491577
134117.8999999999,7,human,head-on,0.5918365120887756,1.8553919792175293,-2.593869924545288
134129.19999999995,7,human,head-on,0.5976936221122742,1.8561038970947266,-2.5976650714874268
134140,7,human,head-on,0.6033755540847778,1.8566267490386963,-2.601583480834961
134151.19999999995,7,human,head-on,0.6088362336158752,1.8569457530975342,-2.605557680130005
134162.30000000005,7,human,head-on,0.6139471530914307,1.8571184873580933,-2.6094462871551514
134173.5,7,human,head-on,0.6187883019447327,1.857079267501831,-2.613481044769287
134184.69999999995,7,human,head-on,0.6235490441322327,1.8569890260696411,-2.6175918579101562
134195.80000000005,7,human,head-on,0.6280884742736816,1.8567562103271484,-2.6219003200531006
134206.80000000005,7,human,head-on,0.6322521567344666,1.8565149307250977,-2.6261513233184814
134217.8999999999,7,human,head-on,0.6362958550453186,1.8563623428344727,-2.630560874938965
134229.19999999995,7,human,head-on,0.6401541233062744,1.8563109636306763,-2.635186195373535
134240.5,7,human,head-on,0.6440324783325195,1.8563406467437744,-2.640212297439575
134251.59999999986,7,human,head-on,0.647836446762085,1.8562489748001099,-2.645451545715332
134262.59999999986,7,human,head-on,0.651572048664093,1.8561407327651978,-2.6507015228271484
134273.80000000005,7,human,head-on,0.6553049087524414,1.8560376167297363,-2.656006336212158
134285,7,human,head-on,0.659173309803009,1.8558915853500366,-2.6615676879882812
134296,7,human,head-on,0.6630193591117859,1.8558802604675293,-2.6672332286834717
134307.30000000005,7,human,head-on,0.6668407320976257,1.855869174003601,-2.673032283782959
134318.30000000005,7,human,head-on,0.6703867316246033,1.8560457229614258,-2.6786885261535645
134329.59999999986,7,human,head-on,0.6737869381904602,1.856375813484192,-2.6845099925994873
134340.80000000005,7,human,head-on,0.6771228909492493,1.8567698001861572,-2.6904749870300293
134351.8999999999,7,human,head-on,0.6804205775260925,1.8572443723678589,-2.6965713500976562
134362.8999999999,7,human,head-on,0.6836475133895874,1.8577208518981934,-2.7028157711029053
134374.19999999995,7,human,head-on,0.686505913734436,1.8582472801208496,-2.7088778018951416
134385.3999999999,7,human,head-on,0.6892757415771484,1.8587727546691895,-2.715059280395508
134396.3999999999,7,human,head-on,0.6918978095054626,1.8592318296432495,-2.7212493419647217
134407.80000000005,7,human,head-on,0.6947160363197327,1.8594568967819214,-2.7280166149139404
134418.80000000005,7,human,head-on,0.6973943710327148,1.8595637083053589,-2.734968900680542
134430.09999999986,7,human,head-on,0.6999937295913696,1.8595584630966187,-2.7420408725738525
134441.09999999986,7,human,head-on,0.7024742960929871,1.8594642877578735,-2.7490932941436768
